journalID,name
ckw64d2e,Computer Science Journal (1999)
pg5sm2x0,Science Review (2007)
fd4c7628-c16e-4b50-8555-3ac3ad6da2d7,NeuroImage
gzbjzqa3,Computer Science Journal (2008)
iyf00qu2,Computer Science Review (1999)
ofu4p2bm,Computer Science Magazine (1971)
85l3fo7v,Computer Science Journal (2005)
ha5cm1pw,Computer Science Journal (1985)
b4329971-63d6-4dd2-8f0b-d6e549d6c3a3,Combinatorica
41dbb273-8d18-4a45-8154-852882a37b34,Genome Biology
of3ykxht,Mathematics Review (1972)
053991d8-efbc-4f58-8a74-fe6f1665fb40,Applied Network Science
u7ly25lg,Computer Science Review (2018)
f62e5eab-173a-4e0a-a963-ed8de9835d22,IEEE Signal Processing Magazine
q7m97vae,Mathematics Review (1998)
5bd34b7c-17b3-4080-96c2-50bd51fcab3a,Quantitative Science Studies
eldwt73m,Mathematics Journal (1983)
ciy0ugzu,Computer Science Review (1997)
k0zyxdi8,Computer Science Journal (2001)
img83ggh,Sociology Review (1989)
boz39s1z,Computer Science Review (2004)
2g7984pg,Computer Science Review (2019)
5jufh80e,Computer Science Magazine (2001)
bb27e645-e57c-42c3-bcbc-c7b443c58209,Nature Genetics
f35e3e87-9df4-497b-aa0d-bb8584197290,Pattern Recognition Letters
zg62nrxl,Computer Science Journal (2008)
bu4xcouv,Mathematics Magazine (1997)
e4782337-db2d-4ab2-8eda-a71d1c60709b,Cell
m462d44j,Computer Science Journal (2006)
1c217a55-a879-4208-a255-20c16fc90bf5,Annals of Mathematics
5umrnzpo,Mathematics Review (1998)
6io425s6,Computer Science Review (1998)
brljce5y,Computer Science Review (2017)
q7uhty8d,Mathematics Review (2009)
9ec189b3-db0f-41d8-9c82-21ef5fa9b87e,Frontiers in Genetics
e0dbf116-86aa-418d-859f-a49952d7e44a,Transactions of the Association for Computational Linguistics
a3qhak34,Computer Science Magazine (1999)
7e0547d5-ec21-470f-bdc9-b7615fc83a29,Data Science and Engineering
faf5b278-0284-40e3-8063-99392ddf58e1,Journal of Combinatorial Theory
ub9jfygs,Computer Science Review (2016)
w5ackury,Computer Science Journal (2000)
kew6vae1,Mathematics Magazine (1998)
7bf8fd30-543b-48f6-bb8a-8c518006bdd2,IEEE Data Engineering Bulletin
i0vi9r1v,Mathematics Journal (1971)
23a1xydz,Computer Science Review (2019)
44ecc2bb-f8fd-4c6d-bd54-30ca098be91d,Information Processing Letters
748e730b-add9-47ee-819d-8ae54e504ef9,IEEE Transactions on Information Theory
h2v638rv,Mathematics Magazine (2006)
6k5s0sz5,Computer Science Journal (2009)
97s6xwez,Mathematics Magazine (1999)
9o8pey8a,Mathematics Magazine (1971)
wv0svo8j,Computer Science Magazine (2016)
g03shbj8,Computer Science Journal (2008)
yajexvkv,Computer Science Magazine (2008)
33a3a6f1-cd60-4248-bbd4-c85fe26b801a,Viruses
ls1krh40,Mathematics Journal (2019)
sl9tnpk6,Computer Science Review (2016)
15adpsds,Computer Science Magazine (2019)
